"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"GAS7K4DE","journalArticle","1996","Cusumano, Michael A.; Selby, Richard W.","How Microsoft Competes","Research-Technology Management","","0895-6308","10.1080/08956308.1996.11671033","https://doi.org/10.1080/08956308.1996.11671033","Today Microsoft owns the operating systems and basic applications programs that run on 170 million computers. Beyond the genius of co-founder/CEO Bill Gates, what accounts for the company's dramatic success? From two years of on-site observation and interviewing at Microsoft headquarters, the authors identify seven complementary strategies that characterize how Microsoft competes and operates: Find smart people who know the technology and the business; organize small teams of overlapping functional specialists; pioneer and orchestrate evolving mass markets; focus creativity by evolving features and “fixing” resources; do evetything in parallel, with frequent synchronizations; improve through continuous self-critiquing, feedback and sharing; attack the future! Moreover, Microsoft's “synch-and-stabilize” approach to product development enables the company not only to build an increasing variety of complex features and end-products for fast-paced markets with short life cycles, but also to shape evolving mass markets and foster organizational learning.","1996-01-01","2024-02-18 16:16:09","2024-02-18 16:16:09","2024-02-18 16:16:08","26-30","","1","39","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Routledge _eprint: https://doi.org/10.1080/08956308.1996.11671033","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F85FXU2Z","journalArticle","2023","Allioui, Hanane; Mourdi, Youssef","Unleashing the Potential of AI: Investigating Cutting-Edge Technologies That Are Transforming Businesses","International Journal of Computer Engineering and Data Science (IJCEDS)","","2737-8543","","https://ijceds.com/ijceds/article/view/59","The integration of AI has ushered in a new era of enhanced reliability in digital offerings, optimization of supply chain processes, and real-time access to invaluable data and analytics. Companies stand to benefit significantly as they employ AI to reduce lead times, uncover fresh customer insights, revolutionize customer service standards, and deliver unparalleled personalized experiences. This paper strives for excellence in its quest to bridge the knowledge gap and facilitate the successful assimilation of AI into business planning. By conducting a rigorous literature analysis and synthesizing contemporary methodologies and frameworks, it brings to the fore the potential advantages, challenges, and untapped possibilities. Moreover, this study delves into future research prospects, empowering businesses with the requisite knowledge and strategies to harness the full potential of AI and achieve unparalleled success in the dynamic and competitive world of business.","2023-08-16","2024-02-18 16:16:10","2024-02-18 16:16:10","2024-02-18 16:16:10","1-12","","2","3","","","Unleashing the Potential of AI","","","","","","","en","Copyright (c) 2023 Hanane ALLIOUI, Youssef Mourdi","","","","ijceds.com","","Number: 2","","C:\Users\DONKAMS\Zotero\storage\QIDJ26XS\Allioui and Mourdi - 2023 - Unleashing the Potential of AI Investigating Cutt.pdf","","","Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZTSVPVAV","journalArticle","2002","Kuruppuarachchi, Palitha R.; Mandal, Purnendu; Smith, Ross","IT project implementation strategies for effective changes: a critical review","Logistics Information Management","","0957-6053","10.1108/09576050210414006","https://doi.org/10.1108/09576050210414006","Information technology (IT) project implementation is still a grey area. There are differences of opinion among educators and practitioners on strategic emphasis and implementation methods. Implementation of IT projects, especially large IT projects, is synonymous to management of changes in an organisation, be it for altering the work culture or gaining competitive advantages. When formulating effective change management strategies to support the introduction of IT, it may be useful to integrate and use concepts and practices drawn from disciplines such as traditional project management, organisational/product innovation, and change management theory and practices. This paper examines project management and product innovation literature to identify change management concepts and practices.","2002-01-01","2024-02-18 16:16:15","2024-02-18 16:16:15","2024-02-18 16:16:15","126-137","","2","15","","","IT project implementation strategies for effective changes","","","","","","","","","","","","Emerald Insight","","Publisher: MCB UP Ltd","","C:\Users\DONKAMS\Zotero\storage\LVYF2YD6\html.html","","","Change management; Implementation; Information technology; Projects; Strategy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GBWDJZ42","conferencePaper","2016","Kristjansdottir, K.; Shafiee, S.; Hvam, L.","Development and implementation strategy for the of product configuration systems in engineer-to-order companies","2016 IEEE International Conference on Industrial Engineering and Engineering Management (IEEM)","","","10.1109/IEEM.2016.7798190","https://ieeexplore.ieee.org/abstract/document/7798190","This paper will address how to develop a strategy when developing and implementing product configuration systems (PCSs) in engineer-to-order (ETO) companies. PCSs are often gradually implemented especially where there are complex products and processes in order to break down the overall project and reduce risk. This highlights the importance of having an overall strategy to guide the long-term development and implementation of PCSs In this paper, guideline for making the strategy are provided and supplemented with examples based on a case study. The guideline includes the main objectives for the development and implementation process, PCSs to be used to support the sales and /or the engineering processes, more uniform IT support for making product configurations, combining output from different PCSs and finally integrations that includes both internal and external IT systems. Based on this an overview of how PCSs can support the overall configuration process can be generated.","2016-12","2024-02-18 16:16:20","2024-02-18 16:16:20","2024-02-18 16:16:20","1809-1813","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 2157-362X","","C:\Users\DONKAMS\Zotero\storage\LESXVLZW\Kristjansdottir et al. - 2016 - Development and implementation strategy for the of.pdf","","","Companies; Guidelines; Knowledge based systems; Processes improvements; Product configuration system (PCS); Production; Software; Solid modeling; Strategy; Unified modeling language","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2016 IEEE International Conference on Industrial Engineering and Engineering Management (IEEM)","","","","","","","","","","","","","","",""
"5Q6J2CTW","journalArticle","2012","Fonseca, S. L.; Castellanos, O. F.; Jiménez, C. N.","Considerations for generating and implementing technological strategies","Ingeniería e Investigación","","0120-5609","","http://www.scielo.org.co/scielo.php?script=sci_abstract&pid=S0120-56092012000200016&lng=en&nrm=iso&tlng=en","","2012-08","2024-02-18 16:16:22","2024-02-18 16:16:22","2024-02-18 16:16:22","83-88","","2","32","","","","","","","","","","en","","","","","SciELO","","Publisher: Facultad de Ingeniería, Universidad Nacional de Colombia.","","C:\Users\DONKAMS\Zotero\storage\45T9QDIF\Fonseca et al. - 2012 - Considerations for generating and implementing tec.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K3887HBG","webpage","","","Towards the implementation of requirements management specific practices (SP 1.1 and SP 1.2) for small‐ and medium‐sized software development organisations - Keshta - 2020 - IET Software - Wiley Online Library","","","","","https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-sen.2019.0180","","","2024-02-18 16:16:29","2024-02-18 16:16:29","2024-02-18 16:16:29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7U4N87TS","conferencePaper","2011","Napoli, Juan Pablo; Kaloyanova, Kalinka","An integrated approach for RUP, EA, SOA and BPM implementation","Proceedings of the 12th International Conference on Computer Systems and Technologies","978-1-4503-0917-2","","10.1145/2023607.2023620","https://doi.org/10.1145/2023607.2023620","In the software industry there are new major technology trends - i.e. Service Oriented Architecture (SOA), Business Process Management (BPM) and Enterprise Architecture - that had already gained enough popularity and adoption to have a stance on their own in the community of practice, but that have not been successfully incorporated into the standard set of software development practices. This creates a window of opportunity for the Software Engineering (SE) researchers to evaluate the inclusion of these new concepts into the existing software development process. This paper introduces the idea of an integrated framework with the aim of supporting the inclusion of SOA, BPM and EA into the Rational Unified Process (RUP). We expect that the current work will support future researchers in finding the proper path to achieve consensus for the inclusion of the mentioned topics into a common framework.","2011-06-16","2024-02-18 16:22:33","2024-02-18 16:22:33","2024-02-18","63–68","","","","","","","CompSysTech '11","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","","","","BPM and IT services; EA; OOAD; RUP; SOA; SOAD; SOMA; TOGAF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VA4JP8IZ","journalArticle","1999","Shoham, Aviv; Fiegenbaum, Avi","Extending the Competitive Marketing Strategy Paradigm: The Role of Strategic Reference Points Theory","Journal of the Academy of Marketing Science","","0092-0703","10.1177/0092070399274004","https://journals.sagepub.com/doi/abs/10.1177/0092070399274004","The purpose of this article is to extend and integrate the new strategic reference points theory (SRP), developed in the strategic management area, into the discipline of strategic marketing management. The major new tenets of the theory are the inclusion of cognitive, organizational processes and benchmarking simultaneously. First, the authors describe the impact of the marketing SRP on marketing strategic choice behavior captured in the tradeoff between risk and return (risk avert vs. risk lover) as was proposed by prospect theory. Then, they explore the performance consequences of integrating the newly formed stages while considering organizational process and implementation issues of reference points such as content, configuration, consensus, and change.","1999-10-01","2024-02-18 16:22:40","2024-02-18 16:22:40","2024-02-18 16:22:40","442-454","","4","27","","","Extending the Competitive Marketing Strategy Paradigm","","","","","","","en","","","","","SAGE Journals","","Publisher: SAGE Publications Inc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANH47RTG","book","2013","Nelson, Abbass Alkhafaji, Richard Alan","Strategic Management: Formulation, Implementation, and Control in a Dynamic Environment","","978-0-203-86258-2","","","","Airborne Express, Hershey's, Motorola, Pillsbury—how do the executives of international corporations formulate effective strategies for corporate success?  Filled with helpful insights into the state of the art in strategic management, this book provides a framework for the formulation, implementation, and control of strategies for all types of domestic and global organizations. You'll also find 21 suggested corporate cases for analysis (complete with reference sources), including Blockbuster Video, PepsiCo, Harley-Davidson, Nike, Home Depot, and Microsoft.  This up-to-date volume gives you a comprehensive overview of strategic management in an easy-to-read format. It addresses important current issues, such as TQM (Total Quality Management), reengineering, benchmarking, and the formulation of strategic management in international markets. Strategic Management: Formulation, Implementation, and Control in a Dynamic Environment is a part of The Haworth Press, Inc. promotion book series edited by Richard Alan Nelson, Ph.D., APR. Here is a small sample of what Strategic Management: Formulation, Implementation, and Control in a Dynamic Environment will teach you about:  the definition, meaning, and history of strategic management  the difference between business policy and business strategy  corporate structure, governance, and culture  mission statements  how to assess the corporate/business environment—internal, external, and macro  how to formulate an effective business strategy  strategic alternatives—specialization, diversification, alliances, joint ventures, acquisitions, and more  dealing with foreign governments and competing on a global scale  the role of the general manager and the board of directors  the control process and ways to measure the financial soundness of strategic decisions  management techniques for not-for-profit companies Strategic Management: Formulation, Implementation, and Control in a Dynamic Environment is an ideal reference for any teacher, student, or professional in the management arena.","2013-08-16","2024-02-18 16:22:45","2024-02-18 16:22:45","","","338","","","","","Strategic Management","","","","","Routledge","New York","","","","","","","","DOI: 10.4324/9780203862582","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CFCN6NI3","book","2008","Foley, Mary Jo","Microsoft 2.0: How Microsoft Plans to Stay Relevant in the Post-Gates Era","","978-0-470-38416-9","","","","Does Bill Gates?s retirement consign Microsoft to the corporate retirement home as well? Mary Jo Foley doesn?t think so. Her 25 years of Microsoft-watching provides a unique vantage point from which to speculate on how Microsoft might write its next chapter. Identifying signposts and interpreting clues she knows well, Foley offers a thought-provoking view of the software giant?s post-Gates future. Don?t be surprised to be surprised.","2008-04-15","2024-02-18 16:22:48","2024-02-18 16:22:48","","","306","","","","","Microsoft 2.0","","","","","John Wiley & Sons","","en","","","","","Google Books","","Google-Books-ID: kfYb9GYWFRAC","","","https://books.google.com.ng/books?id=kfYb9GYWFRAC","","Business & Economics / Industries / Computers & Information Technology; Political Science / Public Affairs & Administration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5VDHJKYB","journalArticle","2012","Lin, Chinho; Tsai, Hua‐Ling; Wu, Ya‐Jung; Kiang, Melody","A fuzzy quantitative VRIO‐based framework for evaluating organizational activities","Management Decision","","0025-1747","10.1108/00251741211261999","https://doi.org/10.1108/00251741211261999","Purpose – The study aims to shed light on how to identify drivers of sustainable competitive advantage under a turbulent and uncertain environment, one of the most crucial challenges faced by resource‐based strategists. Design/methodology/approach – This study introduces a VRIO‐based framework to evaluate a firm's internal activities, in which the fuzzy set and utilities functions are adopted to identify the competitive advantage of available resources based on resource‐based theory. A case study is conducted to illustrate how the framework can be applied as a tool for exploring the potential competitiveness of a firm's core resources. Findings – The quantitative VRIO‐based framework is a useful tool to assist top management to identify a list of potential competitive advantages of the available sources. Originality/value – The VRIO‐based framework is built through the integration of quantitative and qualitative methods, and this innovative approach is proposed to bridge the gap between resource‐based theory and its application.","2012-01-01","2024-02-18 16:22:54","2024-02-18 16:22:54","2024-02-18 16:22:54","1396-1411","","8","50","","","","","","","","","","","","","","","Emerald Insight","","Publisher: Emerald Group Publishing Limited","","C:\Users\DONKAMS\Zotero\storage\7N7JKYEN\html.html","","","Fuzzy set theory; Organizational activities; Organizational performance; Resource management; Resource‐based view; Sustainable competitive advantage; VRIO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6L8Q84PH","journalArticle","2018","Chatzoglou, Prodromos; Chatzoudes, Dimitrios; Sarigiannidis, Lazaros; Theriou, Georgios","The role of firm-specific factors in the strategy-performance relationship: Revisiting the resource-based view of the firm and the VRIO framework","Management Research Review","","2040-8269","10.1108/MRR-10-2016-0243","https://doi.org/10.1108/MRR-10-2016-0243","Purpose This paper aims to attempt to bring together various organisational aspects that have never been collectively investigated before in the strategic management literature. Its main objective is to examine the relationship between “strategic orientation” and “firm performance”, in the light of two firm-specific factors (“distinct manufacturing capabilities” and “organisational structure”). The proposed research model of the present study is built upon the resource-based view (RBV) of the firm and the organisational aspect of the VRIO framework (the “O” from the VRIO model). Design/methodology/approach The study proposes a newly developed research model that adopts a four-factor approach, while examining a number of direct and indirect effects. The examination of the proposed research model was made with the use of a newly developed structured questionnaire that was distributed on a sample of Greek manufacturing companies. Research hypotheses were tested using the structural equation modelling technique. The present study is explanatory (examines cause and effect relationships), deductive (tests research hypotheses), empirical (collects primary data) and quantitative (analyses quantitative data that were collected using a structured questionnaire). Findings The empirical results suggest the coexistence of three distinct categories of effects on “firm performance”: strategy or “utility” effects, depending on the content of the implemented strategy; firm-specific effects, depending on the content of the organisational resources and capabilities; and organisational effects, depending on the implemented organisational structure. More specifically, the statistical analysis underlines the significant mediating role of “strategic orientation” and the complementary role of “organisational structure”. Finally, empirical results support the argument that “strategy follows structure”. Research limitations/implications The use of self-reported scales constitutes an inherent methodological limitation. Moreover, the present study lacks a longitudinal approach because it provides a static picture of the subject under consideration. Finally, the sample size of 130 manufacturing companies could raise some concerns. Despite that, previous empirical studies of the same field, published in respectable journals, were also based on similar samples. Practical implications When examining the total (direct and indirect) effects on “firm performance”, it seems that the effect of “organisational structure” is, almost, identical to the effect of “distinct manufacturing capabilities”. This implies that “organisational structure” (an imitable capability) has, almost, the same contribution on “firm performance” as the manufacturing capabilities of the organisation (an inimitable capability). Thus, the practical significance of “organisational structure” is being highlighted. Originality/value There has been little empirical research concerning the bundle of firm-specific factors that enhance the impact of strategy on business performance. Under the context of the resource-based view (RBV) of the firm, the present study examines the impact of “organisational structure” on the “strategy-capabilities-performance” relationship, something that has not been thoroughly investigated in the strategic management literature. Also, the present study proposes an alternate measure for capturing the concept of business strategy, the so-called factor of “strategic orientation”. Finally, the study adopts a “reversed view” in the relationship between structure and strategy. More specifically, it postulates that “strategy follows structure” and not the opposite (“structure follows strategy”). Actually, the empirical data supported that (reversed) view, challenging the traditional approach of Chandler (1962) and calling for additional research on that ongoing dispute.","2018-01-01","2024-02-18 16:22:57","2024-02-18 16:22:57","2024-02-18 16:22:57","46-73","","1","41","","","The role of firm-specific factors in the strategy-performance relationship","","","","","","","","","","","","Emerald Insight","","Publisher: Emerald Publishing Limited","","C:\Users\DONKAMS\Zotero\storage\BRRLR5BA\html.html","","","Business strategy; Firm performance; Greece; Organizational capabilities; Organizational structure; Strategic management and leadership; Strategic orientation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y5HZ55EL","preprint","2011","Guo, Lan; Libby, Theresa; Wong-On-Wing, Bernard; Yang, Dan","Limiting the Effect of Attribution and Construal Errors on Strategy Evaluation Using a Strategic Performance Measurement System","","","","10.2139/ssrn.1983501","https://papers.ssrn.com/abstract=1983501","The multiple performance measures included in strategic performance measurement systems (SPMS), including the balanced scorecard, should be selected to represent a set of causally-linked strategic drivers and outcomes (Ittner and Larcker 2001, 2005; Chenhall 2005; Kaplan and Norton 1996). The pattern of results thus can provide useful information concerning the proper execution of the underlying strategy (i.e., the performance evaluation role) and the strength of the cause-and-effect linkages assumed by the strategy (i.e., the strategy evaluation role). Unfortunately, managers’ tendency to re-examine strategy when divisional performance falls short of target is relatively low in practice (Campbell et al. 2008; Ittner and Larcker 2005). Possible explanations include attribution error (i.e., the tendency to attribute poor financial results to poor subordinate performance rather than to strategic factors) and construal error (i.e. the tendency to focus on specific individual performance metrics instead of the overall pattern of results presented in a complicated SPMS) (Koonce et al. 2011). We experimentally examine two decision aids designed to help strategic business unit managers avoid attribution and construal errors. Results of our first experiment indicate that the decision aids, individually as well as interactively, increase managers’ tendency to re-examine strategy. We find consistent results in a second experiment that examines the effects of the two decision aids (when used together) on evaluators’ judgment under a different pattern of driver and outcome performance, and among a sample of more experienced managers.","2011-12-01","2024-02-18 16:22:59","2024-02-18 16:22:59","2024-02-18 16:22:59","","","","","","","","","","","","","Rochester, NY","en","","SSRN Scholarly Paper","","","Social Science Research Network","","","","C:\Users\DONKAMS\Zotero\storage\S4KJBCRJ\Guo et al. - 2011 - Limiting the Effect of Attribution and Construal E.pdf","","","attribution error; mental construal; pattern recognition; strategic performance measurement system; Strategy evaluation","","","","","","","","","","","","","","","","","","","1983501","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YN8EVFRA","journalArticle","2010","AL-Hazmi, Muhammad H.","Strategic Choices: The Case Of Management Accounting System","Journal of Applied Business Research (JABR)","","2157-8834","10.19030/jabr.v26i6.327","https://clutejournals.com","While the popularity of strategic management accounting (SMA) has been growing over the last decade, there is still not an extensive literature, which directly addresses the relationship between management accounting system and strategy. The Management Accounting Research (MAR) constructed a special issue on SMA and concluded that (1) there were less than 20 key articles on this subject in the mainstream academic journals; (2) there was a lack of  comprehensive conceptual framework for SMA; and (3) there was limited empirical evidence. To explore this and related issues, a study of the relative significance of the use of cost information for strategic considerations in relation to two levels of competitive analysis - corporate competitive intelligent information, and business competitive intelligent information - was undertaken. The findings of the study relate managers’ perceptions of two dimensions of their environmental changes (stability and certainty) to the two levels of competitive analysis. In order to gain a wider understanding of this relationship, a random sample of 110 large Saudi companies were selected and data collected from senior managers. The results showed that (1) the perceptions of managers differ between their environmental certainty and stability; (2) the relative significance accorded to business competitive intelligent information was positively associated with rising instability; (3) the use of corporate competitive intelligent information was a common practice. An interpretation of the results is that market instability stimulates strategic movement and cost information is being used in management thinking to support strategic development in meeting competitive pressures and in restructuring and reconfiguration of business strategy.","2010-11-16","2024-02-18 16:23:02","2024-02-18 16:23:02","2024-02-18 16:23:02","","","6","26","","JABR","Strategic Choices","","","","","","","en","Copyright (c)","","","","clutejournals.com","","Number: 6","","C:\Users\DONKAMS\Zotero\storage\UP983FWB\AL-Hazmi - 2010 - Strategic Choices The Case Of Management Accounti.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DF9QQV6F","journalArticle","2023","Oglesby, Matthew T.; Parnell, John A.; Kutz, Diane C.","Strategy, flexibility and performance: how cost leaders’ lack of structural flexibility negatively impacts nonfinancial performance","Journal of Strategy and Management","","1755-425X","10.1108/JSMA-07-2022-0120","https://doi.org/10.1108/JSMA-07-2022-0120","Purpose This study analyzes strategic flexibility with a two-dimensional approach (structural and decisional flexibility). It also investigates the relationships among competitive strategy, structural flexibility, decisional flexibility, and financial and nonfinancial performance. Design/methodology/approach The authors collected data from members of 16 chambers of commerce in the United States and used PLS-SEM (partial least squares structural equation modeling) to test the hypotheses. Findings The findings suggest that strategic flexibility impacts financial and nonfinancial performance in different ways. While financial performance is influenced by both the structural and decisional dimensions of strategic flexibility, nonfinancial performance is impacted only by structural flexibility. In addition, the research indicates a negative relationship between cost leadership and structural flexibility and positions structural flexibility as a mediator between cost-leadership and nonfinancial performance. Originality/value The authors contribute to strategic flexibility research in the following ways: (1) analyzed the impact on nonfinancial performance; (2) examined structural and decisional elements and (3) identified cost leadership as a potential barrier.","2023-01-01","2024-02-18 16:23:22","2024-02-18 16:23:22","2024-02-18 16:23:22","689-707","","4","16","","","Strategy, flexibility and performance","","","","","","","","","","","","Emerald Insight","","Publisher: Emerald Publishing Limited","","C:\Users\DONKAMS\Zotero\storage\AH7N9SAK\html.html","","","Competitive strategy; Cost leadership; Decisional flexibility; Non-financial performance; Strategic flexibility; Structural flexibility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZH2P3YFZ","journalArticle","2018","Kind, Jarl M.; Baayen, Jorn H.; Botzen, W. J. Wouter","Benefits and Limitations of Real Options Analysis for the Practice of River Flood Risk Management","Water Resources Research","","0043-1397","10.1002/2017WR022402","https://agupubs.onlinelibrary.wiley.com/doi/full/10.1002/2017WR022402","Abstract Decisions on long-lived flood risk management (FRM) investments are complex because the future is uncertain. Flexibility and robustness can be used to deal with future uncertainty. Real options analysis (ROA) provides a welfare-economics framework to design and evaluate robust and flexible FRM strategies under risk or uncertainty. Although its potential benefits are large, ROA is hardly used in todays' FRM practice. In this paper, we investigate benefits and limitations of a ROA, by applying it to a realistic FRM case study for an entire river branch. We illustrate how ROA identifies optimal short-term investments and values future options. We develop robust dike investment strategies and value the flexibility offered by additional room for the river measures. We benchmark the results of ROA against those of a standard cost-benefit analysis and show ROA's potential policy implications. The ROA for a realistic case requires a high level of geographical detail, a large ensemble of scenarios, and the inclusion of stakeholders' preferences. We found several limitations of applying the ROA. It is complex. In particular, relevant sources of uncertainty need to be recognized, quantified, integrated, and discretized in scenarios, requiring subjective choices and expert judgment. Decision trees have to be generated and stakeholders' preferences have to be translated into decision rules. On basis of this study, we give general recommendations to use high discharge scenarios for the design of measures with high fixed costs and few alternatives. Lower scenarios may be used when alternatives offer future flexibility.","2018-04","2024-02-18 16:23:30","2024-02-18 16:23:30","2024-02-18 16:23:29","3018-3036","","4","54","","","","","","","","","","","","","","","agupubs.onlinelibrary.wiley.com (Atypon)","","Publisher: John Wiley & Sons, Ltd","","C:\Users\DONKAMS\Zotero\storage\IWFN5PRM\Kind et al. - 2018 - Benefits and Limitations of Real Options Analysis .pdf","","","adaptation; cost-benefit analysis; Delta Programme; flood risk management; real options analysis; room for the river","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KVSRWF9Z","webpage","","","Academia.edu","","","","","https://www.academia.edu/download/95577340/4ff68ca2f0d11106b9264f51a985ad248d62.pdf","","","2024-02-18 17:38:29","2024-02-18 17:38:29","2024-02-18 17:38:29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6DXYA4QR","journalArticle","2020","Schomaker, Rahel M.; Sitter, Alexander","Die PESTEL-Analyse – Status quo und innovative Anpassungen","Der Betriebswirt","","0172-6196, 2628-7846","10.3790/dbw.61.1.3","https://elibrary.duncker-humblot.com/article/51575/die-pestel-analyse-status-quo-und-innovative-anpassungen","<p>Abstract</p> <p>The link between economic development, entrepreneurial activity, and institutional framework conditions has been focused by scholars from different disciplines, inter alia economics and business management, and is of utmost relevance also for practitioners. This applies in particular to the question of those macro factors that exert an influence on the sustainable success of entrepreneurial activity.</p> <p>PESTEL analysis as a strategic tool that focuses on the assessment of the business environment in terms of specific market conditions, (likely) developments and their positive or negative effects on an enterprise is a popular instrument in this context. However, the existing literature often offers only a compilation and partial discussion of categories and dimensions, but does not include a discussion of the effects of specific framework conditions in detail, nor provides concrete indicators to make the concept operable. The article deals with this question, providing an operationalization of numerous sub-categories of PESTEL, as well as discussing possible extensions to the PESTEL toolbox that become necessary against the backdrop of globalization and digitization.</p> <p>Zusammenfassung</p> <p>Der Zusammenhang zwischen wirtschaftlicher Entwicklung einerseits und institutionellen Rahmenbedingungen andererseits wird in der einschlägigen Literatur seit langem diskutiert. Dies gilt insbesondere für die Frage nach denjenigen Makrofaktoren, welche einen Einfluss auf den Erfolg unternehmerischer Tätigkeit ausüben.</p> <p>Die PESTEL-Analyse als strategisches Instrument fokussiert das Unternehmensumfeld in Hinblick auf spezifische Marktgegebenheiten, (wahrscheinliche) Entwicklungen sowie deren positive oder negative Auswirkungen. Sie soll somit eine fundierte Entscheidungsgrundlage für das Management bieten. Die bestehende Literatur zum Thema bietet jedoch oftmals lediglich eine Zusammenstellung und teilweise Diskussion von Kategorien und Dimensionen, jedoch keine Diskussion ihrer Wirkungen im Einzelnen sowie konkrete Indikatoren, um das Konzept operationalisierbar zu machen. Der vorliegende Beitrag widmet sich dieser Frage und bietet zum einen eine Operationalisierung zahlreicher Sub-Kategorien der PESTEL, zum anderen werden mögliche Erweiterungen, welche insbesondere angesichts voranschreitender Globalisierung und Digitalisierung notwendig werden, vorgestellt und kritisch diskutiert.</p>","2020-01-01","2024-02-18 17:38:41","2024-02-18 17:38:41","2024-02-18 17:38:41","3-21","","1","{""id"":199,""journal_id"":41,""name"":""61"",""created_at"":""2023-01-05 22:18:36"",""updated_at"":""2023-01-05 22:18:36"",""price_individual_gbp"":null,""price_individual_eur"":null,""price_individual_usd"":null,""price_institutional_gbp"":null,""price_institutional_eur"":null,""price_institutional_usd"":null}","","","","","","","","","","","","","","","elibrary.duncker-humblot.com","","Publisher: DUNCKER UND HUMBLOT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PEQ8KCJZ","conferencePaper","2018","Schuetz, Christoph G.; Mair, Eva; Schrefl, Michael","PES℡ Modeler: Strategy Analysis Using MetaEdit+, iStar 2.0, and Semantic Technologies","2018 IEEE 22nd International Enterprise Distributed Object Computing Workshop (EDOCW)","","","10.1109/EDOCW.2018.00040","https://ieeexplore.ieee.org/abstract/document/8536126","In strategic management, strategy analysis includes an analysis of a company's strategic position. In particular, the PES℡ framework serves to analyze a company's macroenvironment, i.e., the political, economic, social, technological, ecological, and legal factors that influence a company's strategic position. In this paper, we demonstrate a modeling tool for PES℡ analysis implemented in MetaEdit+ using iStar 2.0 notation. Semantic technologies then serve to infer new knowledge from PES℡ models, namely the opportunities and threats that a company faces.","2018-10","2024-02-18 17:38:51","2024-02-18 17:38:51","2024-02-18 17:38:51","216-219","","","","","","PES℡ Modeler","","","","","","","","","","","","IEEE Xplore","","ISSN: 2325-6605","","","","","Adaptation models; Analytical models; business modeling; CASE tools; Companies; environmental analysis; Generators; Java; metaCASE tools; Resource description framework; strategic management; SWOT; Tools","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018 IEEE 22nd International Enterprise Distributed Object Computing Workshop (EDOCW)","","","","","","","","","","","","","","",""
